Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_165276335.1	N	GT51(56-218)	GT51	GT51	N	3
WP_165276387.1	3.2.1.21|3.2.1.58|3.2.1.37|3.2.1.-	GH3(44-261)	GH3	GH3	N	3
WP_165276424.1	N	GT2(5-116)	N	N	N	1
WP_165276425.1	N	GT5(88-385)	N	GT4	N	2
WP_165276426.1	N	GT4(221-359)	GT4	GT4	N	3
WP_206521868.1	N	AA4(71-325)	N	N	N	1
WP_206521897.1	N	GH130(6-129)	N	N	N	1
WP_206521899.1	3.2.1.39|3.2.1.-	CBM4(19-175)+GH16_3(213-448)+CBM4(455-592)	GH16+CBM4	CBM4+GH16_3	N	3
WP_206521900.1	2.4.1.319|2.4.1.-|2.4.1.320	GH130(14-312)	GH130	GH130	N	3
WP_206521901.1	3.2.1.20	GH4(1-189)	GH4	GH4	N	3
WP_206521905.1	N	GH130(18-146)	N	N	N	1
WP_165274678.1	N	N	GT0	N	N	1
WP_165274726.1	N	N	GT4	N	N	1
WP_165274951.1	N	N	CBM50	CBM50	Y(1-19)	2
WP_165275491.1	N	N	GT4	N	N	1
WP_165275546.1	N	N	GT4	GT4	N	2
WP_165276283.1	N	N	CBM50	N	N	1
WP_165276315.1	N	N	CBM5	N	Y(1-21)	1
WP_165274514.1	N	N	N	GH13_11	N	1
WP_165274519.1	N	N	N	GT2	N	1
WP_165274536.1	N	N	N	GT4	N	1
WP_165274666.1	N	N	N	GT4	N	1
WP_165275123.1	N	N	N	GT1	N	1
WP_165275129.1	N	N	N	GH13	N	1
WP_165275150.1	N	N	N	GT4	N	1
WP_165275211.1	N	N	N	GH84	N	1
WP_165275296.1	N	N	N	GH130	N	1
WP_165275396.1	N	N	N	GT0	N	1
WP_165275557.1	N	N	N	GT83	N	1
WP_165275575.1	N	N	N	CBM48+GH13_9	N	1
WP_165275639.1	N	N	N	GH13	N	1
WP_165275648.1	N	N	N	GT4	N	1
WP_165275684.1	N	N	N	GT4	N	1
WP_165275709.1	N	N	N	GH28	N	1
WP_165275713.1	N	N	N	GH5_11	N	1
WP_165275794.1	N	N	N	GT4	N	1
WP_165275816.1	N	N	N	CBM50	N	1
WP_165275833.1	N	N	N	GH13_31	N	1
WP_165276122.1	N	N	N	GH1	N	1
WP_165276126.1	N	N	N	GH38	N	1
WP_165276148.1	N	N	N	CE8	N	1
WP_165276338.1	N	N	N	GH28	N	1
WP_165276361.1	N	N	N	GH101	N	1
WP_165276386.1	N	N	N	CBM50+GH25	N	1
