Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_090222154.1	N	N	CBM48	CBM48	Y(1-21)	2
WP_090221739.1	N	N	CBM48	CBM48	Y(1-21)	2
WP_033192290.1	N	N	GT4	N	N	1
WP_033192297.1	N	N	GH18	N	N	1
WP_052107138.1	N	N	CBM50	CBM50	N	2
WP_090223247.1	N	N	GT4	GT4	N	2
WP_206732136.1	N	N	GT2	N	N	1
WP_033191070.1	N	N	CE9	N	N	1
WP_033191078.1	N	N	GT4	N	N	1
WP_090222312.1	N	N	N	CBM50+GH25	N	1
WP_090222264.1	N	N	N	GT4	N	1
WP_033191315.1	N	N	N	GH13_11	N	1
WP_090222720.1	N	N	N	GH28	N	1
WP_090222985.1	N	N	N	GT1	N	1
WP_090221888.1	N	N	N	GH84	N	1
WP_090222879.1	N	N	N	GT2	N	1
WP_090222022.1	N	N	N	GH23	Y(1-24)	1
WP_090222001.1	N	N	N	GH38	N	1
WP_033192081.1	N	N	N	GT2	N	1
WP_090222146.1	N	N	N	GH28	N	1
WP_090222043.1	N	N	N	GH101	N	1
WP_090221766.1	N	N	N	GT2	N	1
WP_033192296.1	N	N	N	GH36	N	1
WP_033191720.1	N	N	N	GT83	N	1
WP_090222903.1	N	N	N	GH13_31	N	1
WP_090223279.1	N	N	N	GT4	N	1
WP_090223211.1	N	N	N	CBM50	N	1
WP_090222936.1	N	N	N	GH1	N	1
WP_033191557.1	N	N	N	GH13	N	1
WP_090222562.1	N	N	N	GH13_26	N	1
WP_090222440.1	N	N	N	GT4	N	1
WP_090222458.1	N	N	N	GT4	N	1
WP_090223250.1	N	N	N	GT4	N	1
WP_090222653.1	N	N	N	GH13	N	1
WP_033191394.1	N	N	N	GT4	N	1
WP_090222364.1	N	N	N	GH5_11	N	1
WP_033191080.1	N	N	N	GT58	N	1
