Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_038034573.1	3.2.1.4	GH12(103-272)	GH12	GH12	Y(1-28)	3
WP_038037280.1	3.2.1.41	CBM41(22-120)+GH13_14(383-708)	CBM41+GH13+CBM48	CBM41+CBM48+GH13_14	N	3
WP_038037339.1	2.4.1.18|3.2.1.1	GH57(7-417)	GH57	GH57	N	3
WP_038037360.1	2.4.1.1	GT35(114-610)	GT35	GT35	N	3
WP_038037512.1	3.2.1.21|3.2.1.58|3.2.1.37|3.2.1.-	GH3(46-262)	GH3	GH3	N	3
WP_052124646.1	3.2.1.8|3.2.1.-|3.2.1.55|3.2.1.4	CBM22(56-174)+CBM22(206-335)+GH10(370-691)+CBM9(729-867)+CBM9(882-1057)	CBM9+CBM22+GH10	CBM22+CBM9+GH10	Y(1-31)	3
WP_081952600.1	3.2.1.4	GH12(86-253)	GH12	GH12	N	3
WP_081952613.1	N	GT2(4-140)	GT2	GT2	N	3
WP_128080877.1	2.4.1.-|2.4.1.25	GH13(123-511)	GH13	GH13	N	3
WP_128080884.1	N	GH23(76-185)	GH23	N	Y(1-31)	2
WP_128080911.1	N	GH109(4-154)	N	N	N	1
WP_156104937.1	3.2.1.52	GH3(59-274)	GH3	GH3	N	3
WP_235231208.1	3.2.1.25	GH2(2-356)	GH2	GH2	N	3
WP_235231226.1	N	GH140(11-347)	N	GH140	N	2
WP_235231245.1	N	CBM66(65-186)	N	CBM66	N	2
WP_235231288.1	N	CE1(147-343)	CE0	N	N	2
WP_235231298.1	3.2.1.39|3.2.1.-	CBM4(19-171)+GH16_3(215-455)+CBM4(486-624)	GH16+CBM4	CBM4+GH16_3	Y(1-18)	3
WP_038033169.1	N	N	CBM48	CBM48	Y(1-23)	2
WP_038034334.1	N	N	GT4	GT4	N	2
WP_038034145.1	N	N	GT0	GT0	N	2
WP_004080862.1	N	N	CE11	N	N	1
WP_038033870.1	N	N	GT4	GT4	N	2
WP_008192459.1	N	N	GT4	GT4	N	2
WP_038033565.1	N	N	CBM50	CBM50	N	2
WP_038037516.1	N	N	GH3	GH3	N	2
WP_029683777.1	N	N	CBM50	CBM50	N	2
WP_235231207.1	N	N	GH2	GH2	N	2
WP_004082064.1	N	N	GT4	N	N	1
WP_038037275.1	N	N	N	GT4	N	1
WP_038037355.1	N	N	N	GH13	N	1
WP_038034214.1	N	N	N	GH84	N	1
WP_038034133.1	N	N	N	CE8	N	1
WP_004080719.1	N	N	N	GH13_31	N	1
WP_011942757.1	N	N	N	GT4	N	1
WP_012896043.1	N	N	N	GT2	N	1
WP_012310374.1	N	N	N	GH28	N	1
WP_012310391.1	N	N	N	GH13_11	N	1
WP_038037409.1	N	N	N	GH101	N	1
WP_038033736.1	N	N	N	GT4	N	1
WP_038033716.1	N	N	N	CBM50	Y(1-19)	1
WP_038033659.1	N	N	N	CBM50+GH25	N	1
WP_008192177.1	N	N	N	GH13	N	1
WP_038033610.1	N	N	N	GH1	N	1
WP_038033399.1	N	N	N	GT1	N	1
WP_038033362.1	N	N	N	CBM48+GH13_9	N	1
WP_038037463.1	N	N	N	GT4	N	1
WP_038033291.1	N	N	N	GH13_26	N	1
WP_038033134.1	N	N	N	GH5_11	N	1
WP_012310937.1	N	N	N	GH130	N	1
WP_038034664.1	N	N	N	GH28	N	1
WP_004082059.1	N	N	N	GT58	N	1
WP_011943783.1	N	N	N	GH38	N	1
WP_012896458.1	N	N	N	GT83	N	1
WP_011943865.1	N	N	N	GT4	N	1
