Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_041077296.1	3.2.1.68|3.2.1.-|2.4.1.25	GH13_11(193-547)	CBM48+GH13	CBM48+GH13_11	N	3
WP_041077382.1	3.2.1.21	GH1(2-471)	GH1	GH1	N	3
WP_041077384.1	3.2.1.-	GH38(3-255)	GH38	GH38	N	3
WP_041077398.1	N	CE7(4-318)	CE7	CE7	N	3
WP_041077410.1	N	GT2(6-146)	N	N	N	1
WP_041077413.1	N	GT4(197-333)	N	N	N	1
WP_041077422.1	N	GT4(223-362)	GT4	GT4	N	3
WP_041077562.1	N	GH4(2-176)	GH4	GH4	N	3
WP_041077756.1	N	GT5(2-478)	GT5	GT5	N	3
WP_041077790.1	3.2.1.20	GH4(5-185)	GH4	GH4	N	3
WP_041077853.1	N	GH171(24-386)	N	GH171	N	2
WP_041077987.1	2.4.1.18|3.2.1.1	GH57(6-419)	GH57	GH57	N	3
WP_041078118.1	N	CE9(4-369)	CE9	CE9	N	3
WP_041078556.1	3.2.1.55	GH51(3-481)	GH51	GH51	N	3
WP_041078595.1	3.2.1.139|3.2.1.131	GH67(5-674)	GH67	GH67	N	3
WP_041078597.1	N	GH42(14-385)	GH42	GH42	N	3
WP_041078598.1	3.2.1.37|3.2.1.55|3.2.1.21	GH3(89-311)	GH3	GH3	N	3
WP_052463427.1	2.4.1.-	GT81(11-275)	GT81	GT81	N	3
WP_052463441.1	N	GH28(48-410)	GH28	GH28	N	3
WP_052463517.1	N	GH42(7-366)	GH42	GH42	N	3
WP_070098363.1	N	GH23(65-169)	GH23	N	N	2
WP_082021608.1	3.2.1.20	GH4(3-185)	GH4	GH4	N	3
WP_171816794.1	N	GH2(3-607)	N	GH2	N	2
WP_171816825.1	3.2.1.20	GH4(1-189)	GH4	GH4	N	3
WP_193789247.1	2.4.1.319|2.4.1.-|2.4.1.320	GH130(14-312)	GH130	GH130	N	3
WP_231848526.1	2.4.1.-|2.4.1.25	GH13(119-513)	GH13	GH13	N	3
WP_231848539.1	3.2.1.8	GH10(32-336)	GH10	GH10	Y(1-19)	3
WP_231848552.1	N	GH23(69-179)	N	N	Y(1-24)	1
WP_231848577.1	3.2.1.8|3.1.1.73	CE1(106-320)	CE1	CE1	N	3
WP_231848580.1	N	GT2(8-126)	GT2	GT2	N	3
WP_231848587.1	N	CE1(176-352)	CE0	N	N	2
WP_231848590.1	N	GT2(16-139)	GT2	GT2	Y(1-24)	3
WP_231848596.1	N	CE14(24-139)	N	CE14	N	2
WP_231848618.1	N	AA4(3-220)	N	N	N	1
WP_231848639.1	N	GH38(1-238)	GH38	GH38	N	3
WP_041075611.1	N	N	GT4	GT4	N	2
WP_041075711.1	N	N	GT4	N	N	1
WP_231848578.1	3.2.1.8|3.1.1.73	N	CE1	N	N	1
WP_052463450.1	N	N	CBM5	N	Y(1-21)	1
WP_041076049.1	N	N	CBM50	N	Y(1-28)	1
WP_041077218.1	N	N	GT0	N	N	1
WP_041077259.1	N	N	GT4	N	N	1
WP_041077414.1	N	N	GT4	N	N	1
WP_052463551.1	N	N	CBM50	CBM50	Y(1-19)	2
WP_041075421.1	N	N	N	GT4	N	1
WP_041075445.1	N	N	N	GH13	N	1
WP_041075562.1	N	N	N	CBM48+GH13_9	N	1
WP_041075594.1	N	N	N	GT83	N	1
WP_041075864.1	N	N	N	CBM50+GH25	N	1
WP_041075905.1	N	N	N	GH101	N	1
WP_041075943.1	N	N	N	GH28	N	1
WP_041076275.1	N	N	N	CE8	N	1
WP_041076307.1	N	N	N	GT4	N	1
WP_041076368.1	N	N	N	CBM50	N	1
WP_041076396.1	N	N	N	GH13_31	N	1
WP_041076547.1	N	N	N	GH1	N	1
WP_041078416.1	N	N	N	GH38	N	1
WP_041076984.1	N	N	N	GH13_11	N	1
WP_041076992.1	N	N	N	GT2	N	1
WP_041077025.1	N	N	N	GT4	N	1
WP_041077418.1	N	N	N	GT4	N	1
WP_041077741.1	N	N	N	GT1	N	1
WP_052463569.1	N	N	N	GH13	N	1
WP_041077779.1	N	N	N	GT4	N	1
WP_041077884.1	N	N	N	GH84	N	1
WP_041078044.1	N	N	N	GH130	N	1
WP_041078110.1	N	N	N	GH5_11	N	1
WP_041078158.1	N	N	N	GT4	N	1
