Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_041844029.1	3.2.1.55	GH51(3-482)	GH51	GH51	N	3
WP_041844030.1	N	GH51(195-522)	GH51	GH51	N	3
WP_041844034.1	3.2.1.99	GH43_4(30-355)	GH43	GH43_4	Y(1-20)	3
WP_041844039.1	N	GH127(26-532)	GH127	GH127	N	3
WP_041844112.1	N	CE7(3-319)	CE7	CE7	N	3
WP_041844113.1	3.2.1.37|3.2.1.55|3.2.1.21	GH3(89-315)	GH3	GH3	N	3
WP_041844115.1	3.2.1.8	GH10(28-337)	GH10	GH10	Y(1-20)	3
WP_041844123.1	3.2.1.139|3.2.1.131	GH67(5-670)	GH67	GH67	N	3
WP_041844134.1	3.2.1.21|3.2.1.58|3.2.1.37|3.2.1.-	GH3(46-262)	GH3	GH3	N	3
WP_041844155.1	3.2.1.20	GH4(5-186)	GH4	GH4	N	3
WP_041844156.1	3.2.1.54	GH13_20(66-342)	GH13	GH13_20	N	3
WP_041844164.1	3.2.1.41	CBM41(22-120)+GH13_14(383-701)	CBM41+GH13+CBM48	CBM41+CBM48+GH13_14	N	3
WP_041844169.1	3.2.1.21|3.2.1.-	GH1(4-443)	GH1	GH1	N	3
WP_041844170.1	2.4.1.20|2.4.1.49	GH94(2-810)	GH94	GH94	N	3
WP_041844171.1	3.2.1.24	GH38(248-499)	GH38	GH38	N	3
WP_041844172.1	N	GH130(5-295)	GH130	GH130	N	3
WP_041844271.1	2.4.1.18|3.2.1.1	GH57(7-424)	GH57	GH57	N	3
WP_041844291.1	N	GH32(7-290)	GH32	GH32	N	3
WP_041844294.1	N	GT4(277-432)	GT4	GT4	N	3
WP_041844305.1	3.2.1.4	GH12(85-252)	GH12	GH12	N	3
WP_041844306.1	3.2.1.4	GH12(103-271)	GH12	GH12	Y(1-28)	3
WP_041844369.1	N	GH4(2-175)	GH4	GH4	N	3
WP_041844378.1	3.2.1.8|3.2.1.-|3.2.1.55|3.2.1.4	CBM22(25-147)+CBM22(174-304)+GH10(332-652)+CBM9(690-828)+CBM9(843-1018)	CBM9+CBM22+GH10	CBM22+CBM9+GH10	Y(1-27)	3
WP_041844402.1	N	GH38(5-220)	GH38	GH38	N	3
WP_041844404.1	2.4.1.-	GT81(2-244)	GT81	GT81	N	3
WP_041844405.1	3.2.1.78	GH5_7(54-351)+CBM27(504-661)	CBM27+GH5	CBM27+GH5_7	Y(1-20)	3
WP_041844413.1	3.2.1.23	GH42(5-390)	GH42	GH42	N	3
WP_041844415.1	3.2.1.23	GH2(37-870)	GH2+CBM67+CBM32	GH2	N	3
WP_041844416.1	3.2.1.22	GH36(52-445)	GH36	GH36	N	3
WP_041844469.1	N	GH106(6-534)	GH0	GH106	N	3
WP_041844474.1	3.2.1.20	GH4(4-186)	GH4	GH4	N	3
WP_049750510.1	N	GH166(44-274)	N	GH0	N	2
WP_144399048.1	2.4.1.-|2.4.1.25	GH13(118-511)	GH13	GH13	N	3
WP_144399067.1	N	GH28(55-413)	GH28	GH28	N	3
WP_144399069.1	N	PL1(82-274)	N	PL1	Y(1-30)	2
WP_144399091.1	N	GH13_36(73-382)	GH13	GH13_36	N	3
WP_144399146.1	3.2.1.52	GH3(59-274)	GH3	GH3	N	3
WP_168098982.1	N	GH59(5-261)	N	N	N	1
WP_196776455.1	2.4.1.319|2.4.1.-|2.4.1.320	GH130(25-323)	GH130	GH130	N	3
WP_201771667.1	3.2.1.39|3.2.1.-	CBM4(19-171)+GH16_3(215-455)+CBM4(486-624)	GH16+CBM4	CBM4+GH16_3	Y(1-28)	3
WP_231555994.1	N	CE1(148-351)	CE0	N	N	2
WP_231556123.1	N	GH23(74-185)	GH23	N	Y(1-31)	2
WP_236681702.1	3.2.1.31	GH2(2-546)	GH2	GH2	N	3
WP_236681724.1	N	GT26(60-222)	GT26	GT26	N	3
WP_236681742.1	N	GT4(292-411)	N	GT4	N	2
WP_236681750.1	N	GH109(4-154)	N	N	N	1
WP_015920191.1	N	N	CE11	N	N	1
WP_041843781.1	N	N	GT4	GT4	N	2
WP_041843785.1	N	N	GT2+GT4	GT4	N	2
WP_236681728.1	N	N	GT4	N	N	1
WP_038066242.1	N	N	GT4	GT4	N	2
WP_038066430.1	N	N	CBM50	CBM50	Y(1-32)	2
WP_236681734.1	N	N	CBM35+GH39	CBM35+GH39	N	2
WP_041844163.1	N	N	CBM48	CBM48	Y(1-19)	2
WP_041844189.1	N	N	CBM50	N	N	1
WP_041844199.1	N	N	GT4	N	N	1
WP_236681683.1	N	N	CBM50	CBM50	N	2
WP_041844403.1	N	N	GT4	GT4	N	2
WP_041844490.1	N	N	GT0	GT0	N	2
WP_038068011.1	N	N	N	GH13_31	N	1
WP_041437802.1	N	N	N	GT4	N	1
WP_041843772.1	N	N	N	GT2	N	1
WP_041843793.1	N	N	N	GH28	N	1
WP_015920276.1	N	N	N	GH13_11	N	1
WP_015920281.1	N	N	N	GH101	N	1
WP_041843841.1	N	N	N	GT4	N	1
WP_083941388.1	N	N	N	GT4	N	1
WP_041843848.1	N	N	N	GT4	N	1
WP_012644967.1	N	N	N	GT4	N	1
WP_041843884.1	N	N	N	CBM50	N	1
WP_041843903.1	N	N	N	CBM50+GH25	N	1
WP_041843923.1	N	N	N	GH1	N	1
WP_041844044.1	N	N	N	GT1	N	1
WP_015918941.1	N	N	N	CBM48+GH13_9	N	1
WP_041844060.1	N	N	N	GT4	N	1
WP_041844074.1	N	N	N	GH13_26	N	1
WP_038067093.1	N	N	N	GH5_11	N	1
WP_041844184.1	N	N	N	GT4	N	1
WP_015919328.1	N	N	N	GH28	N	1
WP_015919341.1	N	N	N	GT58	N	1
WP_015919414.1	N	N	N	GH130	N	1
WP_041844250.1	N	N	N	GH38	N	1
WP_041844270.1	N	N	N	GT83	N	1
WP_041844341.1	N	N	N	GT4	N	1
WP_015919737.1	N	N	N	GH13	N	1
WP_038067864.1	N	N	N	GH84	N	1
WP_012311345.1	N	N	N	CE8	N	1
